"","job","education","age","day_of_week","euribor3m","marital","nr.employed","month"
"26099","services","university.degree",32,"wed",4.12,"single",5195.8,"nov"
"26105","blue-collar","basic.6y",39,"wed",4.12,"married",5195.8,"nov"
"26111","unemployed","unknown",30,"wed",4.12,"single",5195.8,"nov"
"26123","management","university.degree",41,"wed",4.12,"married",5195.8,"nov"
"26127","entrepreneur","university.degree",51,"wed",4.12,"divorced",5195.8,"nov"
"26128","technician","university.degree",31,"wed",4.12,"single",5195.8,"nov"
"26133","services","high.school",48,"wed",4.12,"married",5195.8,"nov"
"26137","services","high.school",29,"wed",4.12,"single",5195.8,"nov"
"26139","technician","professional.course",29,"wed",4.12,"single",5195.8,"nov"
"26143","unemployed","basic.9y",53,"wed",4.12,"married",5195.8,"nov"
"26144","entrepreneur","university.degree",33,"wed",4.12,"married",5195.8,"nov"
"26149","entrepreneur","university.degree",50,"wed",4.12,"married",5195.8,"nov"
"26150","blue-collar","basic.4y",38,"wed",4.12,"single",5195.8,"nov"
"26151","services","high.school",30,"wed",4.12,"married",5195.8,"nov"
"26153","technician","basic.9y",52,"wed",4.12,"married",5195.8,"nov"
"26156","admin.","university.degree",31,"wed",4.12,"married",5195.8,"nov"
"26159","blue-collar","basic.9y",38,"wed",4.12,"married",5195.8,"nov"
"26164","admin.","university.degree",33,"wed",4.12,"married",5195.8,"nov"
"26168","admin.","university.degree",37,"wed",4.12,"single",5195.8,"nov"
"26182","entrepreneur","professional.course",39,"thu",4.076,"married",5195.8,"nov"
"26184","self-employed","professional.course",47,"thu",4.076,"single",5195.8,"nov"
"26185","management","university.degree",34,"thu",4.076,"married",5195.8,"nov"
"26195","admin.","university.degree",31,"thu",4.076,"married",5195.8,"nov"
"26196","blue-collar","basic.9y",53,"thu",4.076,"married",5195.8,"nov"
"26206","admin.","professional.course",44,"thu",4.076,"single",5195.8,"nov"
"26211","admin.","high.school",37,"thu",4.076,"married",5195.8,"nov"
"26212","blue-collar","basic.9y",43,"thu",4.076,"divorced",5195.8,"nov"
"26220","admin.","professional.course",29,"thu",4.076,"unknown",5195.8,"nov"
"26230","entrepreneur","university.degree",32,"thu",4.076,"single",5195.8,"nov"
"26231","unemployed","basic.6y",46,"thu",4.076,"married",5195.8,"nov"
"26232","entrepreneur","professional.course",39,"thu",4.076,"married",5195.8,"nov"
"26241","services","basic.6y",40,"thu",4.076,"single",5195.8,"nov"
"26242","services","high.school",33,"thu",4.076,"single",5195.8,"nov"
"26244","entrepreneur","university.degree",56,"thu",4.076,"married",5195.8,"nov"
"26248","technician","professional.course",47,"thu",4.076,"married",5195.8,"nov"
"26253","entrepreneur","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26255","admin.","high.school",32,"thu",4.076,"single",5195.8,"nov"
"26261","blue-collar","basic.4y",40,"thu",4.076,"married",5195.8,"nov"
"26263","management","university.degree",34,"thu",4.076,"single",5195.8,"nov"
"26264","admin.","unknown",45,"thu",4.076,"married",5195.8,"nov"
"26270","services","high.school",43,"thu",4.076,"married",5195.8,"nov"
"26275","housemaid","high.school",29,"thu",4.076,"married",5195.8,"nov"
"26288","admin.","university.degree",48,"thu",4.076,"married",5195.8,"nov"
"26298","management","university.degree",46,"thu",4.076,"married",5195.8,"nov"
"26299","entrepreneur","university.degree",45,"thu",4.076,"married",5195.8,"nov"
"26309","management","university.degree",34,"thu",4.076,"married",5195.8,"nov"
"26313","entrepreneur","basic.9y",38,"thu",4.076,"married",5195.8,"nov"
"26314","services","high.school",29,"thu",4.076,"married",5195.8,"nov"
"26321","technician","professional.course",32,"thu",4.076,"married",5195.8,"nov"
"26322","entrepreneur","university.degree",35,"thu",4.076,"married",5195.8,"nov"
"26326","services","high.school",33,"thu",4.076,"married",5195.8,"nov"
"26333","housemaid","high.school",29,"thu",4.076,"married",5195.8,"nov"
"26346","management","university.degree",44,"thu",4.076,"married",5195.8,"nov"
"26351","retired","professional.course",58,"thu",4.076,"married",5195.8,"nov"
"26354","admin.","high.school",29,"thu",4.076,"married",5195.8,"nov"
"26355","unemployed","high.school",32,"thu",4.076,"married",5195.8,"nov"
"26363","blue-collar","basic.4y",58,"thu",4.076,"divorced",5195.8,"nov"
"26368","management","professional.course",38,"thu",4.076,"married",5195.8,"nov"
"26374","technician","professional.course",36,"thu",4.076,"married",5195.8,"nov"
"26380","management","university.degree",40,"thu",4.076,"single",5195.8,"nov"
"26401","admin.","university.degree",31,"thu",4.076,"single",5195.8,"nov"
"26406","technician","university.degree",32,"thu",4.076,"single",5195.8,"nov"
"26409","entrepreneur","university.degree",31,"thu",4.076,"single",5195.8,"nov"
"26411","entrepreneur","high.school",57,"thu",4.076,"married",5195.8,"nov"
"26416","technician","university.degree",38,"thu",4.076,"married",5195.8,"nov"
"26438","management","university.degree",36,"thu",4.076,"married",5195.8,"nov"
"26440","technician","university.degree",31,"thu",4.076,"single",5195.8,"nov"
"26441","admin.","university.degree",38,"thu",4.076,"single",5195.8,"nov"
"26452","entrepreneur","high.school",46,"thu",4.076,"divorced",5195.8,"nov"
"26456","technician","professional.course",30,"thu",4.076,"single",5195.8,"nov"
"26459","admin.","basic.9y",30,"thu",4.076,"single",5195.8,"nov"
"26466","admin.","university.degree",42,"thu",4.076,"married",5195.8,"nov"
"26471","technician","professional.course",47,"thu",4.076,"married",5195.8,"nov"
"26474","services","high.school",31,"thu",4.076,"married",5195.8,"nov"
"26475","technician","high.school",31,"thu",4.076,"married",5195.8,"nov"
"26476","blue-collar","basic.9y",36,"thu",4.076,"married",5195.8,"nov"
"26493","entrepreneur","unknown",46,"thu",4.076,"married",5195.8,"nov"
"26499","entrepreneur","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26502","blue-collar","basic.9y",30,"thu",4.076,"single",5195.8,"nov"
"26510","self-employed","university.degree",35,"thu",4.076,"unknown",5195.8,"nov"
"26513","admin.","high.school",36,"thu",4.076,"married",5195.8,"nov"
"26516","blue-collar","basic.9y",35,"thu",4.076,"married",5195.8,"nov"
"26517","admin.","university.degree",31,"thu",4.076,"single",5195.8,"nov"
"26518","management","high.school",53,"thu",4.076,"married",5195.8,"nov"
"26520","services","high.school",45,"thu",4.076,"divorced",5195.8,"nov"
"26521","management","university.degree",46,"thu",4.076,"single",5195.8,"nov"
"26526","blue-collar","basic.9y",43,"thu",4.076,"married",5195.8,"nov"
"26541","entrepreneur","high.school",43,"thu",4.076,"married",5195.8,"nov"
"26542","entrepreneur","high.school",39,"thu",4.076,"married",5195.8,"nov"
"26549","blue-collar","basic.9y",33,"thu",4.076,"married",5195.8,"nov"
"26557","admin.","high.school",36,"thu",4.076,"married",5195.8,"nov"
"26570","admin.","university.degree",31,"thu",4.076,"married",5195.8,"nov"
"26571","services","basic.6y",42,"thu",4.076,"married",5195.8,"nov"
"26574","admin.","university.degree",43,"thu",4.076,"married",5195.8,"nov"
"26577","blue-collar","basic.4y",40,"thu",4.076,"married",5195.8,"nov"
"26578","housemaid","basic.9y",47,"thu",4.076,"single",5195.8,"nov"
"26579","entrepreneur","professional.course",55,"thu",4.076,"married",5195.8,"nov"
"26584","admin.","high.school",39,"thu",4.076,"married",5195.8,"nov"
"26586","technician","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26590","blue-collar","basic.9y",30,"thu",4.076,"single",5195.8,"nov"
"26593","blue-collar","professional.course",50,"thu",4.076,"married",5195.8,"nov"
"26597","services","high.school",41,"thu",4.076,"single",5195.8,"nov"
"26600","blue-collar","basic.4y",44,"thu",4.076,"married",5195.8,"nov"
"26614","admin.","university.degree",31,"thu",4.076,"single",5195.8,"nov"
"26616","blue-collar","high.school",31,"thu",4.076,"single",5195.8,"nov"
"26618","blue-collar","basic.9y",29,"thu",4.076,"single",5195.8,"nov"
"26623","technician","professional.course",45,"thu",4.076,"divorced",5195.8,"nov"
"26629","retired","basic.9y",51,"thu",4.076,"married",5195.8,"nov"
"26630","housemaid","basic.9y",52,"thu",4.076,"married",5195.8,"nov"
"26636","technician","professional.course",34,"thu",4.076,"married",5195.8,"nov"
"26646","admin.","university.degree",30,"thu",4.076,"married",5195.8,"nov"
"26649","entrepreneur","university.degree",33,"thu",4.076,"married",5195.8,"nov"
"26652","blue-collar","basic.4y",32,"thu",4.076,"single",5195.8,"nov"
"26660","services","high.school",36,"thu",4.076,"single",5195.8,"nov"
"26661","blue-collar","basic.9y",30,"thu",4.076,"single",5195.8,"nov"
"26664","unemployed","high.school",34,"thu",4.076,"married",5195.8,"nov"
"26666","admin.","university.degree",55,"thu",4.076,"married",5195.8,"nov"
"26671","blue-collar","professional.course",37,"thu",4.076,"divorced",5195.8,"nov"
"26683","admin.","high.school",46,"thu",4.076,"married",5195.8,"nov"
"26685","blue-collar","basic.9y",43,"thu",4.076,"married",5195.8,"nov"
"26688","admin.","university.degree",31,"thu",4.076,"married",5195.8,"nov"
"26695","technician","unknown",33,"thu",4.076,"married",5195.8,"nov"
"26696","admin.","basic.9y",29,"thu",4.076,"married",5195.8,"nov"
"26697","blue-collar","high.school",31,"thu",4.076,"single",5195.8,"nov"
"26698","management","university.degree",53,"thu",4.076,"divorced",5195.8,"nov"
"26701","admin.","university.degree",36,"thu",4.076,"single",5195.8,"nov"
"26704","housemaid","unknown",53,"thu",4.076,"married",5195.8,"nov"
"26717","blue-collar","basic.6y",46,"thu",4.076,"married",5195.8,"nov"
"26722","blue-collar","basic.9y",31,"thu",4.076,"married",5195.8,"nov"
"26724","blue-collar","professional.course",50,"thu",4.076,"married",5195.8,"nov"
"26725","self-employed","high.school",29,"thu",4.076,"single",5195.8,"nov"
"26736","services","high.school",31,"thu",4.076,"single",5195.8,"nov"
"26737","blue-collar","high.school",33,"thu",4.076,"single",5195.8,"nov"
"26753","admin.","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26763","admin.","high.school",48,"thu",4.076,"divorced",5195.8,"nov"
"26770","entrepreneur","university.degree",39,"thu",4.076,"married",5195.8,"nov"
"26773","admin.","basic.9y",30,"thu",4.076,"married",5195.8,"nov"
"26774","unemployed","high.school",51,"thu",4.076,"divorced",5195.8,"nov"
"26782","services","basic.9y",29,"thu",4.076,"married",5195.8,"nov"
"26788","blue-collar","unknown",30,"thu",4.076,"single",5195.8,"nov"
"26789","management","basic.9y",38,"thu",4.076,"single",5195.8,"nov"
"26795","entrepreneur","basic.4y",42,"thu",4.076,"single",5195.8,"nov"
"26798","entrepreneur","university.degree",29,"thu",4.076,"married",5195.8,"nov"
"26801","entrepreneur","basic.9y",46,"thu",4.076,"divorced",5195.8,"nov"
"26808","management","professional.course",45,"thu",4.076,"married",5195.8,"nov"
"26814","services","basic.4y",32,"thu",4.076,"married",5195.8,"nov"
"26816","blue-collar","professional.course",50,"thu",4.076,"married",5195.8,"nov"
"26819","technician","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26826","management","university.degree",38,"thu",4.076,"married",5195.8,"nov"
"26827","admin.","university.degree",29,"thu",4.076,"single",5195.8,"nov"
"26828","blue-collar","basic.9y",30,"thu",4.076,"married",5195.8,"nov"
"26830","services","high.school",36,"thu",4.076,"married",5195.8,"nov"
"26831","technician","professional.course",36,"thu",4.076,"single",5195.8,"nov"
"26839","technician","professional.course",46,"thu",4.076,"divorced",5195.8,"nov"
"26842","management","professional.course",57,"thu",4.076,"married",5195.8,"nov"
"26869","admin.","university.degree",29,"thu",4.076,"single",5195.8,"nov"
"26874","admin.","high.school",30,"thu",4.076,"single",5195.8,"nov"
"26888","admin.","university.degree",35,"thu",4.076,"single",5195.8,"nov"
"26893","admin.","university.degree",33,"thu",4.076,"single",5195.8,"nov"
"26901","self-employed","basic.9y",36,"thu",4.076,"married",5195.8,"nov"
"26904","unemployed","university.degree",55,"thu",4.076,"married",5195.8,"nov"
"26912","services","high.school",31,"thu",4.076,"single",5195.8,"nov"
"26915","admin.","university.degree",30,"thu",4.076,"single",5195.8,"nov"
"26923","technician","university.degree",32,"thu",4.076,"single",5195.8,"nov"
"26924","services","professional.course",41,"thu",4.076,"married",5195.8,"nov"
"26927","admin.","university.degree",31,"thu",4.076,"married",5195.8,"nov"
"26930","services","high.school",33,"thu",4.076,"married",5195.8,"nov"
"26937","admin.","high.school",29,"thu",4.076,"single",5195.8,"nov"
"26943","blue-collar","basic.4y",32,"thu",4.076,"married",5195.8,"nov"
"26953","admin.","university.degree",41,"thu",4.076,"divorced",5195.8,"nov"
"26960","self-employed","university.degree",29,"thu",4.076,"married",5195.8,"nov"
"26965","services","basic.9y",36,"thu",4.076,"married",5195.8,"nov"
"26968","admin.","university.degree",58,"thu",4.076,"divorced",5195.8,"nov"
"26969","services","basic.9y",41,"thu",4.076,"single",5195.8,"nov"
"26972","unemployed","unknown",43,"thu",4.076,"single",5195.8,"nov"
"26974","entrepreneur","high.school",40,"thu",4.076,"unknown",5195.8,"nov"
"26976","unemployed","basic.9y",50,"thu",4.076,"unknown",5195.8,"nov"
"26982","admin.","high.school",36,"thu",4.076,"single",5195.8,"nov"
"26984","services","basic.6y",31,"thu",4.076,"married",5195.8,"nov"
"26987","services","basic.9y",32,"thu",4.076,"married",5195.8,"nov"
"26989","services","high.school",31,"thu",4.076,"married",5195.8,"nov"
"26994","management","high.school",42,"thu",4.076,"married",5195.8,"nov"
"26997","admin.","university.degree",33,"thu",4.076,"married",5195.8,"nov"
"27007","blue-collar","professional.course",42,"fri",4.021,"single",5195.8,"nov"
"27013","blue-collar","basic.6y",44,"fri",4.021,"married",5195.8,"nov"
"27022","unemployed","basic.4y",31,"fri",4.021,"single",5195.8,"nov"
"27023","admin.","university.degree",32,"fri",4.021,"married",5195.8,"nov"
"27030","technician","university.degree",47,"fri",4.021,"married",5195.8,"nov"
"27031","technician","university.degree",33,"fri",4.021,"single",5195.8,"nov"
"27035","management","university.degree",48,"fri",4.021,"married",5195.8,"nov"
"27037","management","university.degree",49,"fri",4.021,"married",5195.8,"nov"
"27041","self-employed","university.degree",32,"fri",4.021,"married",5195.8,"nov"
"27042","blue-collar","university.degree",50,"fri",4.021,"married",5195.8,"nov"
"27043","services","high.school",49,"fri",4.021,"married",5195.8,"nov"
"27046","self-employed","university.degree",53,"fri",4.021,"married",5195.8,"nov"
"27048","self-employed","university.degree",29,"fri",4.021,"married",5195.8,"nov"
"27049","management","university.degree",57,"fri",4.021,"married",5195.8,"nov"
"27051","management","university.degree",49,"fri",4.021,"married",5195.8,"nov"
"27059","management","university.degree",40,"fri",4.021,"married",5195.8,"nov"
"27065","admin.","high.school",48,"fri",4.021,"divorced",5195.8,"nov"
"27069","admin.","university.degree",34,"fri",4.021,"married",5195.8,"nov"
"27071","admin.","high.school",38,"fri",4.021,"divorced",5195.8,"nov"
"27084","technician","professional.course",29,"fri",4.021,"single",5195.8,"nov"
"27093","entrepreneur","basic.6y",53,"fri",4.021,"married",5195.8,"nov"
"27097","admin.","professional.course",29,"fri",4.021,"single",5195.8,"nov"
"27099","technician","professional.course",32,"fri",4.021,"single",5195.8,"nov"
"27104","admin.","university.degree",35,"fri",4.021,"single",5195.8,"nov"
"27105","technician","high.school",37,"fri",4.021,"divorced",5195.8,"nov"
"27106","technician","unknown",36,"fri",4.021,"single",5195.8,"nov"
"27107","self-employed","basic.9y",47,"fri",4.021,"married",5195.8,"nov"
"27114","admin.","university.degree",30,"fri",4.021,"single",5195.8,"nov"
"27116","services","basic.6y",43,"fri",4.021,"married",5195.8,"nov"
"27117","technician","professional.course",29,"fri",4.021,"single",5195.8,"nov"
"27119","blue-collar","basic.4y",48,"fri",4.021,"married",5195.8,"nov"
"27129","management","university.degree",40,"fri",4.021,"married",5195.8,"nov"
